previous_gpa,attendance_rate,study_hours,assignment_average,test_average,library_visits,class_participation,predicted_gpa,risk_level
4.27,65.7,0.5,90.8,77.5,6,7.4,4.26,MEDIUM
4.25,64.0,4.2,77.0,70.4,10,5.8,3.75,MEDIUM
4.45,67.7,7.2,72.4,83.7,6,8.0,4.47,MEDIUM
3.29,68.5,11.6,49.8,80.7,3,10.0,4.03,MEDIUM
3.04,72.3,0.4,56.1,59.9,4,5.0,3.35,MEDIUM
2.51,71.1,15.6,47.5,36.7,9,7.8,2.95,HIGH
2.41,90.2,11.4,52.6,54.1,4,9.6,3.9,MEDIUM
2.4,88.8,5.7,72.5,60.1,5,6.5,3.25,MEDIUM
3.38,53.5,13.2,60.6,54.3,4,6.6,3.41,HIGH
1.59,68.5,3.4,24.8,55.2,4,6.3,2.33,MEDIUM
3.13,98.0,11.7,58.7,54.7,5,10.0,3.81,MEDIUM
1.3,82.7,1.2,44.9,27.1,0,10.0,2.04,HIGH
2.87,83.4,2.1,55.6,36.8,0,8.3,3.22,HIGH
3.21,81.8,9.3,69.7,66.2,4,7.7,4.27,LOW
4.27,73.8,7.7,80.8,99.6,7,10.0,4.86,MEDIUM
1.68,77.3,14.3,40.7,45.9,12,6.6,2.85,HIGH
2.02,71.5,11.9,61.2,37.5,12,7.7,3.49,HIGH
2.27,91.7,24.6,39.3,55.9,9,9.0,3.93,MEDIUM
3.61,71.7,10.4,58.8,78.2,6,9.6,4.02,MEDIUM
1.7,76.2,0.0,31.4,55.7,0,10.0,2.81,MEDIUM
2.44,89.8,0.0,55.1,37.4,1,10.0,3.38,HIGH
4.16,72.8,4.8,78.0,94.9,8,6.2,4.39,MEDIUM
3.9,76.9,32.3,80.6,75.2,18,7.4,5.0,LOW
1.75,72.3,11.8,40.5,63.6,10,4.8,3.0,MEDIUM
2.51,76.6,18.7,50.8,55.1,17,8.2,3.53,MEDIUM
3.38,72.8,18.0,69.0,72.3,6,5.7,4.18,MEDIUM
4.55,69.4,4.4,100.0,70.3,2,10.0,4.73,MEDIUM
4.17,66.7,1.2,65.9,88.2,4,5.6,4.16,MEDIUM
3.65,75.2,15.9,60.5,56.1,10,9.6,3.99,MEDIUM
2.54,94.3,0.0,53.6,56.8,5,10.0,3.95,MEDIUM
1.68,88.0,17.9,60.5,36.3,9,10.0,3.3,HIGH
1.38,52.7,11.3,24.9,36.2,8,4.3,2.32,HIGH
1.61,71.1,15.7,39.1,53.6,7,6.0,3.13,MEDIUM
2.4,67.8,13.8,42.3,47.4,12,10.0,2.87,HIGH
2.1,53.0,14.1,50.5,60.7,9,9.2,3.45,HIGH
1.75,82.4,12.6,20.6,37.6,12,8.8,2.88,HIGH
1.17,76.5,13.7,22.2,35.9,13,7.0,2.52,HIGH
1.81,100.0,12.3,54.9,69.1,4,8.3,3.62,LOW
4.95,72.7,3.7,89.3,88.7,8,6.0,4.97,MEDIUM
3.7,65.6,9.6,63.1,68.9,9,8.0,3.6,MEDIUM
1.04,64.0,25.0,30.1,34.2,14,10.0,2.83,HIGH
4.3,70.8,13.9,78.8,74.2,11,6.8,4.69,MEDIUM
1.94,87.4,18.9,49.7,33.1,9,10.0,3.79,HIGH
1.26,89.3,6.1,13.2,60.4,9,10.0,2.58,MEDIUM
0.45,100.0,6.0,11.4,19.5,5,9.4,2.17,HIGH
4.3,58.7,4.8,70.0,60.0,7,7.9,3.93,HIGH
3.96,79.4,4.0,80.6,71.5,2,10.0,4.45,LOW
2.74,67.1,2.3,56.1,60.7,3,8.5,3.53,MEDIUM
4.24,83.6,13.4,93.0,74.9,11,7.5,4.74,LOW
1.11,100.0,9.9,40.0,33.0,7,10.0,3.28,HIGH
2.82,91.8,17.3,53.9,55.6,12,10.0,4.3,MEDIUM
3.14,58.7,10.1,61.5,67.0,4,7.8,3.83,HIGH
3.17,89.0,0.0,75.4,72.2,2,10.0,3.98,LOW
2.2,44.2,14.7,62.3,46.5,7,4.0,2.84,HIGH
4.45,39.9,0.0,80.8,100.0,1,6.1,4.31,HIGH
1.91,74.0,13.3,33.9,57.3,7,10.0,3.13,MEDIUM
4.58,87.8,7.4,62.7,82.0,5,7.9,4.52,LOW
4.2,83.6,13.4,57.0,61.0,3,5.6,4.53,MEDIUM
3.53,100.0,3.3,72.6,68.8,3,10.0,4.41,LOW
0.77,79.7,16.7,31.0,38.5,10,7.0,2.77,HIGH
2.04,76.3,12.2,38.8,56.4,3,6.1,3.45,MEDIUM
1.91,96.5,9.9,56.6,22.5,7,10.0,3.19,HIGH
2.35,72.0,1.8,48.1,52.2,5,6.7,2.9,MEDIUM
3.15,84.2,22.9,56.3,56.3,14,4.6,3.82,MEDIUM
1.57,85.2,6.6,50.3,58.0,7,10.0,3.51,MEDIUM
1.39,62.5,13.6,46.2,38.9,7,8.0,2.66,HIGH
2.42,84.2,6.3,50.8,24.5,4,6.4,2.34,HIGH
2.08,100.0,34.7,51.3,51.5,19,9.9,3.7,MEDIUM
3.19,96.2,12.9,69.3,39.3,8,7.6,3.63,HIGH
0.31,64.6,8.3,41.4,27.8,0,4.7,1.78,HIGH
3.01,100.0,15.6,58.9,91.2,7,8.8,4.46,LOW
3.53,89.0,16.5,56.1,83.7,13,10.0,4.72,LOW
2.06,84.8,14.4,52.1,49.9,6,10.0,3.24,HIGH
3.64,76.4,10.1,70.2,61.0,6,6.8,4.08,MEDIUM
3.72,88.9,14.6,71.9,85.4,9,10.0,4.94,LOW
3.65,79.8,11.1,69.5,76.8,3,9.6,4.31,LOW
4.11,78.3,11.8,60.8,72.4,12,3.6,4.17,LOW
3.23,75.9,7.3,66.1,56.7,5,4.8,3.47,MEDIUM
2.76,93.6,3.2,52.8,45.7,1,10.0,3.69,HIGH
1.82,91.8,15.4,39.2,47.9,11,8.2,3.05,HIGH
0.3,75.6,15.6,15.6,17.2,8,8.5,2.31,HIGH
4.26,53.7,19.8,78.5,79.7,12,6.0,4.58,HIGH
2.52,78.6,12.3,55.4,64.5,12,3.6,3.36,MEDIUM
4.0,66.5,10.7,74.7,68.7,5,5.3,4.31,MEDIUM
2.5,70.4,3.5,64.1,60.8,7,8.5,3.57,MEDIUM
4.13,76.0,11.8,84.5,90.5,6,5.7,4.77,LOW
2.37,61.0,14.2,49.8,55.9,9,5.3,3.38,MEDIUM
3.14,52.2,1.1,51.7,70.3,3,2.8,3.19,HIGH
2.64,82.7,18.4,60.4,59.8,10,6.6,3.94,MEDIUM
2.62,78.4,7.7,51.1,54.8,2,6.8,3.6,MEDIUM
2.01,77.8,10.8,43.4,56.1,8,4.1,3.13,MEDIUM
2.06,86.2,15.6,32.7,66.2,13,10.0,3.77,LOW
2.9,67.4,12.0,62.6,68.8,9,4.0,3.23,MEDIUM
3.58,83.3,20.4,94.6,65.8,14,8.0,4.82,LOW
4.71,99.4,15.8,80.7,82.0,8,8.5,5.0,LOW
1.97,73.9,11.1,50.8,44.1,9,9.5,2.85,HIGH
1.42,100.0,0.0,48.8,49.2,3,7.5,3.32,HIGH
0.79,78.8,18.0,21.6,22.7,13,6.3,2.51,HIGH
1.86,64.4,4.9,18.7,31.8,4,3.8,1.83,HIGH
2.67,91.6,17.1,62.0,61.0,12,4.3,3.91,MEDIUM
2.9,76.2,14.9,59.2,58.8,8,8.6,3.92,MEDIUM
3.39,94.8,10.8,69.0,83.2,9,9.5,4.74,LOW
2.04,84.6,17.7,46.2,19.5,7,8.9,2.98,HIGH
3.37,72.8,15.1,77.2,67.7,8,8.9,4.41,MEDIUM
3.34,100.0,14.0,64.1,59.9,6,10.0,4.58,MEDIUM
1.95,70.0,1.7,66.0,55.1,13,6.1,3.36,MEDIUM
1.99,43.4,12.2,51.9,42.6,10,4.9,2.99,HIGH
0.59,92.1,4.5,33.9,19.3,1,8.2,2.04,HIGH
3.83,83.6,5.4,72.6,82.9,0,10.0,4.54,LOW
2.65,98.5,9.8,57.8,70.4,1,9.1,4.37,LOW
3.32,63.9,20.8,47.9,63.3,8,6.2,3.6,MEDIUM
2.43,74.0,14.2,45.7,51.1,6,8.7,3.47,MEDIUM
3.11,72.2,14.6,72.5,76.8,6,10.0,4.02,MEDIUM
3.52,92.9,16.6,67.1,81.2,8,7.2,4.8,LOW
2.83,88.4,6.8,46.1,69.9,7,6.4,3.27,LOW
2.98,81.4,2.5,52.8,54.9,2,7.7,3.32,MEDIUM
4.0,81.5,1.5,68.1,66.2,4,6.7,4.51,LOW
3.26,59.6,13.4,63.5,83.2,5,7.4,3.91,HIGH
1.86,90.3,17.9,34.6,51.4,9,9.4,3.38,MEDIUM
1.46,90.6,17.5,51.2,29.6,7,6.8,3.26,HIGH
2.32,100.0,7.0,51.9,49.2,6,10.0,3.52,HIGH
1.81,85.5,20.1,28.2,44.4,11,10.0,2.87,HIGH
3.2,88.1,24.3,78.3,61.5,19,7.2,4.37,MEDIUM
0.57,85.6,15.6,23.1,22.4,7,9.2,2.61,HIGH
2.04,66.9,20.9,50.6,61.3,9,2.3,3.56,MEDIUM
3.0,98.0,17.2,63.0,66.3,11,9.1,3.93,LOW
2.96,77.1,10.6,63.6,86.5,6,8.3,3.93,LOW
3.42,74.9,8.0,62.8,81.3,7,7.2,3.97,MEDIUM
1.22,75.8,2.3,36.6,36.7,2,7.8,2.3,HIGH
3.04,76.9,9.3,59.1,77.6,6,6.1,3.69,LOW
1.53,70.2,10.6,41.6,43.7,5,9.5,2.87,HIGH
3.47,81.4,10.7,65.1,95.5,6,7.3,4.31,LOW
1.98,76.5,11.3,41.7,41.9,3,5.2,2.77,HIGH
2.31,75.1,0.0,35.0,55.8,5,7.4,2.72,MEDIUM
2.6,85.8,16.7,53.9,47.2,14,10.0,3.97,HIGH
3.66,79.2,17.4,72.2,64.7,13,9.0,4.2,MEDIUM
1.84,69.1,14.2,61.0,39.6,7,5.9,3.12,HIGH
1.09,65.8,5.0,36.2,48.1,2,10.0,2.71,HIGH
2.78,79.6,14.2,49.5,59.4,10,7.8,4.12,MEDIUM
2.32,66.1,12.1,39.6,20.9,5,3.2,2.66,HIGH
2.96,64.9,14.8,62.0,60.5,12,7.7,3.86,MEDIUM
2.1,65.1,21.3,39.1,35.7,5,6.2,2.62,HIGH
3.1,82.1,10.9,55.8,56.1,6,8.1,4.06,MEDIUM
3.72,97.1,13.1,63.3,83.9,5,10.0,4.68,LOW
2.99,83.6,6.8,56.6,43.8,9,7.8,3.62,HIGH
2.5,92.2,17.5,59.9,38.3,13,8.6,3.83,HIGH
3.55,76.9,16.2,48.3,47.7,11,5.2,3.78,HIGH
4.0,80.3,13.3,87.9,69.3,14,7.0,4.67,LOW
4.16,100.0,5.7,75.3,55.9,4,10.0,4.38,MEDIUM
3.79,91.3,7.9,65.5,51.7,7,8.0,4.24,MEDIUM
3.66,93.0,1.0,78.8,66.5,0,6.0,3.76,LOW
4.07,73.8,7.8,74.0,78.8,4,8.7,4.11,MEDIUM
3.55,77.9,16.3,57.8,56.8,10,9.2,3.96,MEDIUM
1.92,84.5,14.4,28.6,49.2,6,9.8,3.41,HIGH
1.94,68.3,13.0,51.0,46.5,9,5.0,3.11,HIGH
3.11,40.2,20.9,69.3,68.0,6,4.0,3.54,HIGH
1.96,84.3,13.8,40.3,33.0,10,8.9,2.95,HIGH
0.71,93.4,8.5,38.9,51.8,4,10.0,2.81,MEDIUM
4.13,78.9,7.8,77.3,62.1,3,9.1,4.4,MEDIUM
4.65,68.5,10.6,98.1,75.6,9,4.0,4.98,MEDIUM
2.38,72.7,9.3,41.1,57.5,11,10.0,3.82,MEDIUM
2.55,45.5,17.7,42.4,55.1,13,2.1,3.04,HIGH
2.3,72.7,14.5,44.3,60.3,6,4.0,3.68,MEDIUM
3.23,60.2,10.1,59.5,59.5,9,0.1,3.4,MEDIUM
1.98,66.8,10.3,56.2,31.0,6,8.1,2.97,HIGH
2.54,59.3,16.2,56.1,35.3,13,8.8,3.54,HIGH
3.76,57.5,18.1,63.8,92.0,11,4.5,4.56,HIGH
1.75,61.9,0.9,41.4,38.9,0,2.7,2.55,HIGH
2.77,88.1,11.0,52.3,54.8,6,10.0,3.48,MEDIUM
1.4,69.8,12.5,28.0,59.2,5,4.4,2.71,MEDIUM
1.55,60.3,15.3,37.5,33.9,7,7.3,2.88,HIGH
1.28,90.1,12.7,32.3,36.2,7,7.2,2.54,HIGH
3.31,80.1,14.4,57.0,52.0,10,7.1,3.5,MEDIUM
2.71,40.2,10.6,47.9,40.2,10,4.7,2.56,HIGH
0.56,93.9,7.2,31.5,48.5,4,10.0,2.61,HIGH
2.9,79.2,16.7,62.7,81.4,13,8.1,4.67,LOW
1.28,90.3,16.9,43.7,48.2,5,10.0,2.88,HIGH
4.47,74.4,15.9,79.2,92.4,7,10.0,4.8,MEDIUM
3.78,100.0,17.0,60.9,80.0,16,10.0,4.77,LOW
4.1,71.9,6.2,70.7,66.5,1,6.8,3.87,MEDIUM
3.77,35.8,9.0,81.8,74.3,10,3.8,3.63,HIGH
2.9,63.8,18.7,42.5,52.5,11,9.1,3.2,MEDIUM
3.86,86.0,14.1,87.3,40.9,8,7.3,4.16,HIGH
2.23,80.5,12.3,37.3,62.6,10,7.2,3.78,MEDIUM
3.03,76.0,10.5,68.2,67.1,9,7.6,4.07,LOW
1.53,62.2,19.6,27.7,23.6,15,6.2,2.82,HIGH
4.73,78.3,1.4,80.0,79.9,1,7.3,4.41,LOW
1.06,77.8,13.8,10.3,45.4,9,5.9,2.27,HIGH
2.75,77.6,11.6,74.8,58.1,7,9.5,4.0,MEDIUM
1.89,86.6,4.5,49.1,24.1,0,7.9,2.73,HIGH
4.81,80.9,21.7,93.5,70.8,13,8.4,5.0,LOW
2.96,74.0,0.0,54.4,81.7,1,7.4,3.94,MEDIUM
1.86,62.0,12.7,33.6,44.9,2,7.5,2.57,HIGH
3.55,99.8,15.2,76.0,80.3,12,10.0,4.66,LOW
4.4,100.0,6.1,69.0,100.0,5,9.5,5.0,LOW
2.9,100.0,13.7,56.8,53.1,6,9.2,4.09,MEDIUM
1.58,89.2,10.7,26.2,44.3,8,8.7,2.71,HIGH
2.08,51.2,17.9,47.4,23.5,9,2.9,2.62,HIGH
4.28,49.2,33.1,60.0,70.6,19,3.3,4.16,HIGH
3.98,69.2,14.0,60.0,80.7,13,8.0,4.51,MEDIUM
2.18,77.1,15.6,39.1,46.2,11,8.3,3.19,HIGH
2.61,76.5,6.1,60.3,60.0,3,5.7,3.35,MEDIUM
3.4,81.1,13.3,60.7,76.8,5,7.9,3.96,LOW
3.89,55.7,9.8,83.1,79.1,4,2.4,4.29,HIGH
3.56,100.0,16.7,83.4,71.8,12,10.0,4.91,LOW
3.71,100.0,3.4,67.5,72.2,3,9.3,4.53,LOW
2.0,57.0,5.6,30.3,39.2,6,9.9,2.62,HIGH
4.16,48.2,19.1,87.1,65.2,10,6.0,4.6,HIGH
4.89,76.6,13.3,72.9,100.0,5,5.8,4.6,LOW
3.41,98.2,19.9,57.1,75.2,13,7.9,4.56,LOW
2.88,77.5,14.2,41.2,48.9,6,9.0,3.76,HIGH
0.99,82.2,15.1,39.4,32.6,8,10.0,2.38,HIGH
2.78,71.0,10.1,62.4,40.2,3,10.0,3.46,HIGH
4.22,80.3,10.8,94.5,71.4,4,10.0,4.87,LOW
3.77,93.1,17.8,67.1,77.2,13,10.0,4.72,LOW
3.96,84.6,11.1,66.1,76.5,10,10.0,4.78,LOW
3.21,87.2,19.1,57.9,64.4,14,8.9,4.5,MEDIUM
4.22,51.4,11.3,65.0,66.5,10,5.2,3.9,HIGH
2.51,100.0,4.9,67.0,40.2,3,7.6,3.4,HIGH
4.53,51.6,4.4,100.0,92.8,6,8.2,4.49,HIGH
3.65,80.5,11.0,62.5,89.4,10,8.3,4.54,LOW
2.58,75.6,17.5,59.6,60.7,8,7.4,3.79,MEDIUM
0.6,76.3,8.0,22.5,24.4,6,6.0,1.98,HIGH
4.03,91.9,16.4,79.8,89.1,9,10.0,5.0,LOW
3.08,66.7,12.6,71.8,51.0,2,8.6,3.53,MEDIUM
2.6,71.1,15.6,42.6,67.1,10,5.3,3.24,MEDIUM
2.78,59.7,10.3,52.0,49.8,4,7.0,3.32,HIGH
1.04,96.0,13.1,42.6,25.9,11,10.0,2.85,HIGH
1.67,82.3,17.6,45.2,37.4,8,5.7,2.8,HIGH
4.37,88.2,11.9,83.8,78.0,8,10.0,4.8,LOW
4.37,91.0,8.9,85.6,90.1,6,10.0,5.0,LOW
1.37,100.0,1.1,41.7,21.6,0,10.0,2.75,HIGH
3.44,100.0,15.2,78.1,58.9,8,10.0,4.65,MEDIUM
3.3,83.2,7.4,72.0,66.7,6,10.0,4.13,LOW
3.83,80.5,8.9,72.0,78.3,9,10.0,4.38,LOW
2.4,69.5,5.6,54.5,31.1,4,7.5,3.19,HIGH
3.94,89.9,10.6,73.5,63.7,10,10.0,4.48,MEDIUM
3.98,89.3,24.6,67.2,52.7,15,9.8,4.75,MEDIUM
4.14,66.3,14.1,76.6,67.6,10,10.0,4.35,MEDIUM
4.39,89.5,8.1,79.8,74.2,7,9.2,4.71,LOW
2.24,94.1,9.3,31.6,55.4,5,8.6,2.77,MEDIUM
3.95,60.1,3.4,82.1,45.9,0,7.1,3.58,HIGH
1.7,81.0,5.2,49.9,49.6,9,10.0,2.83,HIGH
3.95,76.9,4.3,79.7,67.2,6,5.8,4.2,LOW
3.85,77.9,13.6,81.6,67.8,8,6.4,4.29,LOW
3.3,62.8,14.7,62.7,75.8,11,4.8,3.91,MEDIUM
2.21,48.8,12.5,43.0,65.1,9,2.5,3.38,HIGH
2.41,65.9,14.2,60.6,43.8,6,4.7,2.99,HIGH
3.54,63.7,7.4,57.5,59.6,4,8.2,3.73,MEDIUM
1.42,83.7,5.1,25.4,33.6,8,8.8,2.61,HIGH
1.84,83.9,5.1,47.1,35.8,4,5.8,2.59,HIGH
3.92,83.0,4.8,78.0,55.7,5,9.7,4.43,MEDIUM
1.95,55.7,14.2,53.5,44.9,12,6.3,3.35,HIGH
2.97,60.1,24.1,42.5,51.7,14,7.9,3.93,MEDIUM
3.9,68.1,5.7,72.5,73.7,2,5.6,3.83,MEDIUM
3.09,78.4,9.9,50.0,81.7,7,5.4,3.72,LOW
2.11,72.6,13.2,55.2,46.3,6,8.6,2.87,HIGH
2.5,83.0,10.3,65.8,43.9,2,9.9,3.49,HIGH
3.0,93.6,14.0,65.1,56.8,11,7.2,4.03,MEDIUM
4.35,62.0,8.5,74.7,80.4,5,6.7,4.52,MEDIUM
4.84,62.6,7.9,80.1,83.8,0,5.0,4.84,MEDIUM
3.76,80.2,10.9,67.4,64.0,8,10.0,4.04,MEDIUM
0.72,76.7,14.0,17.5,8.3,9,9.0,2.1,HIGH
4.75,89.9,19.7,84.6,92.1,17,10.0,5.0,LOW
3.68,78.1,14.3,62.8,58.9,9,6.1,4.04,MEDIUM
3.14,100.0,10.5,48.3,79.5,10,8.6,4.56,LOW
3.06,52.6,17.0,64.7,56.4,12,4.5,3.64,HIGH
3.81,91.4,18.0,76.7,65.2,9,8.1,4.73,LOW
1.85,81.2,10.2,59.8,38.3,8,8.9,3.29,HIGH
1.85,55.6,11.1,38.5,45.7,7,3.4,2.64,HIGH
3.27,44.9,9.4,45.1,53.3,4,7.5,3.08,HIGH
4.69,60.0,16.9,93.5,75.5,8,9.5,5.0,HIGH
3.3,97.3,12.4,73.8,71.7,6,10.0,4.46,LOW
1.65,95.5,3.6,51.1,28.8,3,10.0,3.01,HIGH
0.71,75.9,14.4,40.4,34.5,9,7.3,2.6,HIGH
1.75,72.2,20.9,56.1,52.5,10,7.6,2.98,MEDIUM
3.16,64.3,21.4,52.7,70.3,12,4.9,3.72,MEDIUM
2.23,75.0,9.1,64.0,52.1,0,7.8,3.31,MEDIUM
4.07,70.4,7.8,72.7,53.3,2,7.7,3.82,MEDIUM
1.83,100.0,23.4,50.5,29.1,12,8.3,3.56,HIGH
2.92,58.2,21.4,61.4,42.7,17,9.1,3.6,HIGH
4.61,84.3,14.8,74.4,78.0,11,8.3,4.93,LOW
1.9,100.0,1.7,55.1,45.0,0,7.9,2.77,HIGH
2.59,90.4,8.4,49.3,40.0,11,8.6,3.63,HIGH
2.45,60.0,5.4,70.4,50.3,4,4.8,3.22,MEDIUM
2.78,53.3,22.9,49.0,65.1,10,3.7,3.63,HIGH
3.11,82.4,2.8,51.7,49.6,3,10.0,3.51,HIGH
0.88,80.4,22.8,21.6,20.5,16,8.1,2.45,HIGH
1.54,97.7,11.4,53.0,53.7,4,10.0,3.69,MEDIUM
2.27,86.8,4.8,33.4,38.7,1,9.5,3.29,HIGH
2.37,70.2,17.9,59.7,55.3,16,8.0,3.7,MEDIUM
4.08,69.2,15.8,94.6,90.0,10,6.9,4.77,MEDIUM
4.47,57.1,4.4,80.3,66.4,2,4.8,3.7,HIGH
3.92,80.1,11.8,69.9,59.6,7,10.0,4.37,MEDIUM
1.64,55.5,20.3,40.4,38.2,12,6.9,2.72,HIGH
4.63,92.6,9.5,73.2,83.6,6,8.9,4.82,LOW
3.73,87.4,22.1,97.4,62.5,17,10.0,5.0,MEDIUM
3.23,86.9,7.5,70.2,86.9,6,10.0,4.19,LOW
2.58,56.9,2.3,41.5,60.6,5,6.4,3.37,HIGH
0.89,75.6,12.3,20.3,20.8,8,10.0,2.08,HIGH
2.36,71.8,3.2,52.1,34.6,3,6.2,2.43,HIGH
4.74,79.6,12.7,73.1,83.6,11,6.2,4.72,LOW
1.93,86.5,12.0,28.9,50.3,10,8.0,3.21,MEDIUM
4.7,69.8,7.4,88.5,100.0,0,7.1,4.89,MEDIUM
1.18,70.4,23.3,42.7,35.4,13,10.0,3.07,HIGH
2.18,88.9,12.0,56.9,45.7,14,8.1,3.49,HIGH
2.35,59.9,17.2,49.6,39.2,9,6.8,3.04,HIGH
3.82,66.1,17.6,69.5,75.9,12,8.8,4.24,MEDIUM
2.71,78.1,22.6,56.1,68.1,17,8.7,4.19,LOW
1.24,92.4,4.7,43.5,13.9,1,8.3,2.61,HIGH
4.51,62.5,1.5,70.0,82.0,1,3.7,4.08,MEDIUM
3.13,100.0,22.3,54.2,49.6,8,10.0,4.05,HIGH
3.26,56.4,15.5,60.2,47.4,10,3.5,3.51,HIGH
2.66,100.0,12.8,52.4,75.5,9,9.2,4.41,LOW
3.43,97.2,11.2,65.9,76.6,9,9.8,4.46,LOW
0.52,55.1,10.1,22.6,18.0,11,8.0,1.62,HIGH
3.52,51.9,17.2,74.6,65.4,10,7.2,4.11,HIGH
4.12,89.5,3.3,59.2,71.9,0,9.2,4.35,LOW
2.55,72.0,14.9,37.2,40.1,6,9.6,3.41,HIGH
1.92,61.9,18.2,37.2,38.4,8,9.1,3.11,HIGH
2.48,100.0,16.5,60.8,62.1,10,9.0,4.09,MEDIUM
1.31,58.9,11.6,28.1,29.5,14,5.1,2.16,HIGH
1.78,66.4,12.0,41.3,48.5,7,8.1,2.75,HIGH
3.38,68.3,19.7,66.9,58.6,15,10.0,4.19,MEDIUM
2.26,33.2,15.5,52.1,35.5,9,1.9,2.72,HIGH
4.36,79.5,22.5,96.1,93.4,9,4.3,5.0,LOW
2.09,63.4,1.5,53.2,21.6,0,7.6,2.39,HIGH
2.21,91.0,17.4,58.2,70.4,8,10.0,3.8,LOW
1.85,93.1,7.1,41.4,55.8,5,9.6,3.57,MEDIUM
4.5,81.7,11.6,97.3,83.2,8,10.0,5.0,LOW
2.46,81.9,20.3,52.6,47.1,10,6.5,3.72,HIGH
2.51,80.6,6.0,33.1,48.7,7,6.6,3.41,HIGH
0.57,66.8,24.7,48.2,28.5,17,5.2,2.46,HIGH
1.32,68.2,18.6,35.2,38.7,10,7.0,2.91,HIGH
1.39,99.2,15.5,41.2,26.0,12,10.0,3.07,HIGH
3.62,89.8,6.4,58.7,69.6,0,7.4,4.29,LOW
3.58,81.3,10.9,90.7,71.3,0,10.0,4.29,LOW
2.38,87.6,9.8,42.7,47.7,9,9.3,3.45,HIGH
3.21,77.0,4.6,59.3,89.8,3,5.6,4.05,LOW
1.39,81.0,18.6,20.6,35.9,17,9.3,2.8,HIGH
4.57,87.5,9.6,87.1,60.8,6,7.9,4.63,MEDIUM
4.03,44.8,10.9,72.6,62.2,4,4.7,3.77,HIGH
3.95,92.5,11.2,58.9,81.8,12,10.0,4.9,LOW
4.11,91.3,10.7,75.9,66.8,9,10.0,5.0,LOW
1.52,65.5,15.2,38.8,27.4,14,8.4,3.07,HIGH
3.18,97.9,8.3,60.3,79.3,4,9.9,4.56,LOW
4.02,42.5,18.1,57.1,76.3,12,2.3,3.12,HIGH
3.07,83.6,8.4,63.9,53.7,3,7.7,3.74,MEDIUM
0.66,78.6,11.8,12.2,0.0,2,7.9,1.73,HIGH
2.01,73.0,4.2,54.0,53.5,6,10.0,3.35,MEDIUM
2.24,78.3,18.4,43.0,49.5,9,6.8,3.08,HIGH
1.6,87.3,20.0,48.2,56.0,8,9.1,3.62,MEDIUM
2.07,49.1,16.3,46.2,33.8,5,2.4,2.16,HIGH
2.98,94.0,13.0,60.3,55.2,9,10.0,4.25,MEDIUM
3.43,71.4,11.8,79.2,69.6,8,7.1,3.85,MEDIUM
4.38,94.2,2.6,72.5,94.3,1,9.2,5.0,LOW
1.43,88.3,3.9,25.5,41.1,1,10.0,2.86,HIGH
3.49,71.1,16.5,72.9,58.4,12,5.7,4.04,MEDIUM
2.41,76.7,10.9,38.1,67.4,0,10.0,3.51,LOW
1.23,77.7,3.8,25.4,31.4,5,6.2,2.24,HIGH
3.98,100.0,3.6,58.9,75.8,5,10.0,4.14,LOW
3.75,59.8,15.8,82.8,79.6,6,2.8,4.32,HIGH
4.13,71.0,17.2,66.9,94.5,4,7.7,4.91,MEDIUM
2.73,52.7,2.8,49.4,60.7,5,6.5,3.03,HIGH
2.58,80.0,12.9,40.8,85.1,4,7.3,3.87,LOW
3.69,68.0,14.3,66.6,68.6,13,7.4,4.06,MEDIUM
2.96,70.0,8.5,58.0,63.0,12,6.3,3.85,MEDIUM
3.18,100.0,19.4,70.9,55.1,12,10.0,4.45,MEDIUM
2.32,64.8,9.9,36.6,54.3,6,7.0,3.04,MEDIUM
3.76,75.4,1.7,65.5,74.3,2,10.0,4.18,LOW
2.45,70.7,10.8,66.0,64.8,2,4.3,3.73,MEDIUM
4.23,71.7,20.2,88.9,82.6,11,7.6,5.0,MEDIUM
2.2,100.0,9.9,41.2,42.4,5,9.2,3.11,HIGH
3.05,50.2,5.7,60.3,63.8,2,5.3,3.15,HIGH
2.45,88.3,15.8,71.4,44.2,11,8.6,3.79,HIGH
3.87,100.0,13.6,61.1,78.8,9,9.3,4.79,LOW
4.55,95.3,12.0,64.1,75.0,10,8.5,4.58,LOW
3.08,78.8,14.9,55.9,44.4,8,9.3,3.82,HIGH
3.31,59.2,7.8,63.8,50.8,7,5.2,3.65,HIGH
4.59,98.9,8.4,75.8,68.2,6,9.8,4.72,LOW
3.62,93.0,16.4,79.1,62.4,11,9.7,5.0,MEDIUM
2.21,53.5,6.2,50.3,38.8,4,3.9,2.47,HIGH
2.86,72.9,21.7,51.9,57.8,18,8.5,4.03,MEDIUM
4.41,58.7,19.4,75.7,75.0,4,4.0,3.98,HIGH
2.45,32.2,5.1,44.3,58.5,6,4.2,2.62,HIGH
3.53,58.3,20.9,76.3,72.1,14,6.6,4.31,HIGH
2.99,79.7,12.9,55.2,56.0,4,7.7,3.61,MEDIUM
3.04,87.3,20.3,48.7,75.5,17,6.5,4.1,LOW
4.61,72.8,12.8,93.8,71.4,8,7.3,4.7,MEDIUM
1.81,100.0,10.9,39.4,55.4,7,7.9,3.46,MEDIUM
3.15,94.5,10.3,48.7,64.0,8,9.2,3.61,MEDIUM
2.77,76.0,0.0,73.7,52.1,4,9.2,3.15,MEDIUM
